Date,DayOfWeek,Guests,Event,Weather,Dish,Prepared_Qty,Sold_Qty,Waste_Qty
23-06-2024,Sunday,72,Wedding,Hot,Veg Pulao,50,50,3
03-02-2024,Saturday,277,,Cold,Pizza Margherita,50,50,3
20-05-2024,Monday,346,,Cold,Chicken Curry,35,32,3
05-06-2024,Wednesday,348,,Sunny,Veg Pulao,32,31,7
14-10-2024,Monday,187,,Cold,Mutton Curry,50,50,3
01-02-2024,Thursday,100,,Cloudy,Dal Tadka,23,23,3
11-03-2024,Monday,53,,Rainy,Paneer Tikka,28,28,3
24-03-2024,Sunday,108,,Rainy,Bruschetta,50,50,3
25-01-2024,Thursday,343,,Cold,Pizza Margherita,50,50,3
27-05-2024,Monday,83,,Cloudy,Dal Tadka,42,40,9
06-07-2024,Saturday,127,,Hot,Veg Manchurian,25,23,9
05-10-2024,Saturday,59,Wedding,Hot,Fried Rice,45,41,4
30-08-2024,Friday,224,,Cloudy,Grilled Fish,21,21,3
22-04-2024,Monday,62,,Rainy,Dal Tadka,40,40,3
20-12-2024,Friday,134,Festival,Cold,Chole Bhature,50,50,3
16-01-2024,Tuesday,393,Festival,Sunny,Veg Biryani,49,49,3
19-01-2024,Friday,180,,Cloudy,Grilled Fish,29,29,3
03-03-2024,Sunday,113,Corporate Party,Hot,Butter Naan,50,48,9
01-08-2024,Thursday,260,,Rainy,Masala Dosa,30,30,3
15-11-2024,Friday,273,Festival,Sunny,Pasta Alfredo,49,45,4
13-05-2024,Monday,345,,Cold,Aloo Paratha,48,48,3
23-08-2024,Friday,217,,Cloudy,Fried Rice,24,22,9
14-02-2024,Wednesday,165,,Rainy,Paneer Butter Masala,45,44,7
18-03-2024,Monday,105,,Hot,Chole Bhature,30,29,7
11-08-2024,Sunday,270,Wedding,Sunny,Paneer Tikka,50,50,3
27-06-2024,Thursday,310,Festival,Cloudy,Chicken Curry,50,50,3
04-04-2024,Thursday,140,,Hot,Grilled Fish,23,21,9
22-08-2024,Thursday,73,,Cloudy,Paneer Butter Masala,39,39,3
29-10-2024,Tuesday,283,,Cloudy,Pav Bhaji,50,46,4
19-12-2024,Thursday,399,,Cold,Quinoa Upma,41,37,4
19-06-2024,Wednesday,114,,Sunny,Dal Tadka,50,50,3
29-09-2024,Sunday,173,Corporate Party,Cold,Chicken Curry,48,46,9
29-02-2024,Thursday,354,,Rainy,Pasta Alfredo,50,48,9
08-01-2024,Monday,362,,Cold,Pizza Margherita,50,46,4
23-09-2024,Monday,72,Wedding,Sunny,Paneer Butter Masala,27,23,4
01-12-2024,Sunday,286,,Sunny,Chicken Biryani,50,47,3
11-12-2024,Wednesday,111,,Cold,Pizza Margherita,43,40,3
06-10-2024,Sunday,366,,Cold,Idli Sambar,50,50,3
13-05-2024,Monday,166,,Hot,Dal Tadka,32,32,3
07-06-2024,Friday,360,,Cold,Paneer Butter Masala,36,35,7
16-02-2024,Friday,109,Conference,Sunny,Chicken Biryani,50,50,3
02-05-2024,Thursday,287,Wedding,Rainy,Butter Naan,43,40,3
23-02-2024,Friday,150,,Cold,Grilled Fish,37,33,4
04-11-2024,Monday,267,Wedding,Cold,Veg Biryani,39,38,7
10-04-2024,Wednesday,231,,Cloudy,Pav Bhaji,33,30,3
03-01-2024,Wednesday,221,,Hot,Fried Rice,40,40,3
15-04-2024,Monday,101,,Hot,Chicken Biryani,42,40,9
30-09-2024,Monday,102,,Rainy,Paneer Butter Masala,28,27,7
23-02-2024,Friday,379,,Cold,Fried Rice,50,48,9
11-04-2024,Thursday,93,Conference,Sunny,Butter Naan,44,44,3
06-02-2024,Tuesday,204,Wedding,Cloudy,Chicken Curry,50,50,3
08-08-2024,Thursday,222,,Hot,Fried Rice,23,20,3
15-03-2024,Friday,57,Festival,Rainy,Pizza Margherita,46,46,3
01-03-2024,Friday,74,,Hot,Veg Biryani,28,25,3
13-02-2024,Tuesday,72,Festival,Rainy,Grilled Fish,50,50,3
28-05-2024,Tuesday,53,Wedding,Hot,Idli Sambar,50,50,3
11-12-2024,Wednesday,364,,Sunny,Idli Sambar,36,36,3
24-12-2024,Tuesday,312,Wedding,Cold,Chicken Biryani,50,46,4
09-04-2024,Tuesday,155,Corporate Party,Cloudy,Dal Tadka,31,29,9
30-06-2024,Sunday,193,Corporate Party,Cloudy,Dal Tadka,50,50,3
12-09-2024,Thursday,149,,Sunny,Fried Rice,39,37,9
29-02-2024,Thursday,142,Wedding,Hot,Dal Tadka,50,50,3
17-12-2024,Tuesday,228,Corporate Party,Cloudy,Chicken Biryani,43,41,9
02-08-2024,Friday,333,,Hot,Grilled Fish,50,50,3
12-05-2024,Sunday,225,,Cold,Grilled Fish,38,35,3
20-03-2024,Wednesday,333,,Sunny,Fried Rice,33,32,7
05-06-2024,Wednesday,244,,Hot,Idli Sambar,43,39,4
07-11-2024,Thursday,215,,Sunny,Paneer Butter Masala,38,36,9
16-03-2024,Saturday,266,,Rainy,Pav Bhaji,30,30,3
08-02-2024,Thursday,286,Corporate Party,Sunny,Mutton Curry,49,47,9
13-11-2024,Wednesday,365,,Cold,Fried Rice,33,33,3
16-10-2024,Wednesday,216,Corporate Party,Sunny,Chicken Curry,37,37,3
10-02-2024,Saturday,146,,Cold,Veg Manchurian,41,41,3
23-12-2024,Monday,61,Corporate Party,Sunny,Idli Sambar,43,43,3
22-08-2024,Thursday,381,Festival,Hot,Masala Dosa,50,50,3
26-10-2024,Saturday,333,Conference,Rainy,Dal Tadka,50,50,3
24-03-2024,Sunday,378,,Sunny,Dal Tadka,50,50,3
05-04-2024,Friday,349,Conference,Cloudy,Chole Bhature,50,50,3
20-11-2024,Wednesday,154,,Sunny,Chicken Curry,44,42,9
29-08-2024,Thursday,110,,Cold,Paneer Butter Masala,38,37,7
23-04-2024,Tuesday,185,,Cloudy,Chicken Curry,38,38,3
07-07-2024,Sunday,256,Wedding,Cold,Masala Dosa,50,50,3
28-04-2024,Sunday,218,,Cold,Chole Bhature,49,47,9
08-04-2024,Monday,243,Wedding,Hot,Kale Smoothie,27,26,7
27-05-2024,Monday,220,,Rainy,Grilled Fish,50,48,9
15-05-2024,Wednesday,305,,Cloudy,Pav Bhaji,50,46,4
18-03-2024,Monday,356,Conference,Sunny,Veg Biryani,50,46,4
05-07-2024,Friday,302,Wedding,Hot,Idli Sambar,50,47,3
21-04-2024,Sunday,392,Festival,Rainy,Paneer Tikka,50,47,3
09-10-2024,Wednesday,107,,Cold,Chicken Curry,25,23,9
27-06-2024,Thursday,51,,Hot,Hakka Noodles,23,19,4
08-09-2024,Sunday,310,Festival,Rainy,Chicken Biryani,50,50,3
25-03-2024,Monday,331,,Cloudy,Paneer Butter Masala,39,37,9
04-04-2024,Thursday,270,Festival,Hot,Butter Naan,50,50,3
11-11-2024,Monday,206,,Sunny,Dal Tadka,37,36,7
14-01-2024,Sunday,329,,Rainy,Masala Dosa,41,38,3
20-03-2024,Wednesday,217,,Rainy,Chicken Biryani,28,28,3
22-04-2024,Monday,128,,Rainy,Chole Bhature,50,47,3
03-07-2024,Wednesday,146,,Cloudy,Veg Biryani,50,50,3
16-06-2024,Sunday,193,Wedding,Rainy,Veg Biryani,39,39,3
13-06-2024,Thursday,272,,Cold,Pasta Alfredo,30,30,3
09-04-2024,Tuesday,188,,Hot,Aloo Paratha,45,41,4
18-10-2024,Friday,308,Corporate Party,Hot,Chole Bhature,50,50,3
10-12-2024,Tuesday,60,,Cloudy,Masala Dosa,20,20,3
17-09-2024,Tuesday,231,,Sunny,Veg Biryani,25,24,7
06-07-2024,Saturday,112,,Hot,Butter Naan,33,33,3
08-09-2024,Sunday,300,,Cloudy,Idli Sambar,26,25,7
13-01-2024,Saturday,272,,Cold,Ragi Mudde,50,50,3
18-12-2024,Wednesday,102,Conference,Sunny,Veg Manchurian,50,50,3
06-12-2024,Friday,145,,Cold,Dal Tadka,44,44,3
21-06-2024,Friday,84,,Hot,Pav Bhaji,20,20,3
18-11-2024,Monday,176,Wedding,Cloudy,Pizza Margherita,50,49,7
06-07-2024,Saturday,301,,Cold,Zucchini Pasta,50,46,4
19-12-2024,Thursday,303,,Sunny,Grilled Fish,33,33,3
12-06-2024,Wednesday,112,,Cloudy,Veg Manchurian,33,33,3
25-07-2024,Thursday,369,,Cold,Veg Pulao,35,34,7
24-09-2024,Tuesday,315,Wedding,Cloudy,Idli Sambar,45,42,3
10-06-2024,Monday,78,,Cold,Chole Bhature,31,31,3
07-11-2024,Thursday,54,,Cloudy,Veg Pulao,36,36,3
23-10-2024,Wednesday,302,,Rainy,Veg Pulao,49,47,9
09-11-2024,Saturday,154,,Rainy,Masala Dosa,50,48,9
27-07-2024,Saturday,329,Corporate Party,Cold,Paneer Tikka,50,48,9
31-03-2024,Sunday,267,,Rainy,Veg Biryani,39,38,7
29-03-2024,Friday,323,,Cloudy,Pav Bhaji,32,32,3
14-07-2024,Sunday,340,,Cloudy,Veg Biryani,33,33,3
31-03-2024,Sunday,145,,Rainy,Mutton Curry,50,50,3
24-12-2024,Tuesday,299,,Cloudy,Paneer Tikka,33,30,3
04-12-2024,Wednesday,145,,Rainy,Grilled Fish,46,43,3
22-05-2024,Wednesday,216,,Cloudy,Chicken Curry,49,49,3
24-10-2024,Thursday,208,Conference,Cloudy,Hakka Noodles,50,50,3
16-03-2024,Saturday,358,,Cloudy,Dal Tadka,44,44,3
06-10-2024,Sunday,346,,Cloudy,Idli Sambar,45,42,3
27-06-2024,Thursday,91,Conference,Hot,Masala Dosa,50,49,7
29-01-2024,Monday,79,,Hot,Idli Sambar,26,26,3
03-03-2024,Sunday,236,,Cloudy,Paneer Butter Masala,50,49,7
21-11-2024,Thursday,75,Festival,Cloudy,Masala Dosa,43,43,3
08-05-2024,Wednesday,187,,Hot,Hakka Noodles,37,37,3
01-11-2024,Friday,372,,Cloudy,Fried Rice,50,49,7
20-03-2024,Wednesday,217,Conference,Hot,Hakka Noodles,41,41,3
03-09-2024,Tuesday,343,,Cloudy,Paneer Butter Masala,44,42,9
28-05-2024,Tuesday,163,,Cold,Hakka Noodles,36,35,7
11-01-2024,Thursday,380,,Hot,Aloo Paratha,43,43,3
20-06-2024,Thursday,293,,Hot,Masala Dosa,20,20,3
18-01-2024,Thursday,145,,Sunny,Paneer Butter Masala,44,44,3
10-10-2024,Thursday,251,,Sunny,Dal Tadka,42,42,3
31-01-2024,Wednesday,245,,Cloudy,Pav Bhaji,20,16,4
19-06-2024,Wednesday,149,,Hot,Dal Tadka,26,26,3
16-06-2024,Sunday,142,,Sunny,Chicken Biryani,28,24,4
22-07-2024,Monday,51,,Cold,Grilled Fish,33,33,3
12-10-2024,Saturday,95,Corporate Party,Sunny,Masala Dosa,33,29,4
11-06-2024,Tuesday,324,,Cloudy,Chole Bhature,28,28,3
29-10-2024,Tuesday,185,,Cloudy,Grilled Fish,29,27,9
15-07-2024,Monday,394,,Cold,Paneer Tikka,36,32,4
29-04-2024,Monday,303,Conference,Rainy,Pav Bhaji,47,47,3
06-06-2024,Thursday,131,,Hot,Paneer Tikka,39,36,3
30-07-2024,Tuesday,197,,Hot,Veg Biryani,29,25,4
01-05-2024,Wednesday,236,,Rainy,Hakka Noodles,31,31,3
07-03-2024,Thursday,296,,Hot,Dal Tadka,26,23,3
31-03-2024,Sunday,292,,Rainy,Chole Bhature,47,47,3
19-10-2024,Saturday,103,,Sunny,Paneer Tikka,38,34,4
13-11-2024,Wednesday,271,,Cold,Pav Bhaji,39,37,9
23-05-2024,Thursday,93,,Cloudy,Paneer Butter Masala,23,23,3
31-07-2024,Wednesday,50,,Cold,Fried Rice,48,48,3
04-02-2024,Sunday,137,,Cold,Masala Dosa,45,44,7
19-01-2024,Friday,303,Festival,Cold,Falafel Wrap,50,48,9
18-04-2024,Thursday,341,Festival,Cloudy,Mutton Curry,48,48,3
09-10-2024,Wednesday,166,Conference,Sunny,Veg Pulao,50,46,4
16-03-2024,Saturday,88,Festival,Sunny,Dal Tadka,38,38,3
27-03-2024,Wednesday,197,,Cold,Veg Manchurian,37,34,3
01-08-2024,Thursday,140,,Cloudy,Masala Dosa,32,32,3
10-10-2024,Thursday,363,,Cold,Masala Dosa,50,47,3
08-10-2024,Tuesday,210,,Cold,Masala Dosa,24,24,3
21-02-2024,Wednesday,69,Festival,Sunny,Butter Naan,50,50,3
31-12-2024,Tuesday,99,,Sunny,Paneer Butter Masala,39,37,9
06-03-2024,Wednesday,202,,Rainy,Fried Rice,38,36,9
28-04-2024,Sunday,67,,Sunny,Veg Pulao,32,29,3
22-04-2024,Monday,299,Wedding,Sunny,Butter Naan,50,50,3
15-03-2024,Friday,231,Wedding,Sunny,Pumpkin Soup,32,30,9
21-03-2024,Thursday,267,,Cold,Chicken Biryani,45,41,4
10-03-2024,Sunday,377,Festival,Rainy,Masala Dosa,50,50,3
03-10-2024,Thursday,104,Festival,Cloudy,Ragi Mudde,50,50,3
24-07-2024,Wednesday,114,Conference,Sunny,Butter Naan,46,46,3
01-06-2024,Saturday,335,Festival,Cold,Chicken Curry,50,50,3
06-08-2024,Tuesday,124,Conference,Sunny,Dal Tadka,33,33,3
04-12-2024,Wednesday,184,,Rainy,Veg Biryani,32,30,9
08-02-2024,Thursday,390,,Rainy,Chicken Curry,28,25,3
01-10-2024,Tuesday,271,,Cold,Chicken Curry,30,29,7
30-06-2024,Sunday,102,,Sunny,Dal Tadka,47,44,3
23-01-2024,Tuesday,324,,Cloudy,Veg Pulao,46,45,7
26-09-2024,Thursday,180,,Rainy,Mutton Curry,50,48,9
09-03-2024,Saturday,349,,Cloudy,Chicken Biryani,50,49,7
13-07-2024,Saturday,278,,Rainy,Paneer Butter Masala,37,37,3
25-07-2024,Thursday,200,,Cold,Chicken Biryani,44,42,9
10-07-2024,Wednesday,143,,Cloudy,Butter Naan,36,36,3
25-04-2024,Thursday,171,Corporate Party,Cloudy,Pizza Margherita,49,47,9
01-05-2024,Wednesday,96,Corporate Party,Sunny,Pasta Alfredo,41,41,3
16-08-2024,Friday,249,Wedding,Rainy,Chicken Biryani,35,35,3
05-01-2024,Friday,176,Wedding,Cloudy,Pizza Margherita,42,41,7
07-10-2024,Monday,243,Corporate Party,Sunny,Aloo Paratha,50,49,7
25-05-2024,Saturday,72,,Cloudy,Chole Bhature,25,23,9
21-12-2024,Saturday,59,,Hot,Veg Manchurian,28,25,3
13-05-2024,Monday,151,Corporate Party,Cold,Paneer Butter Masala,45,43,9
20-04-2024,Saturday,118,Festival,Rainy,Masala Dosa,50,50,3
13-04-2024,Saturday,155,Wedding,Cloudy,Chicken Curry,50,46,4
13-08-2024,Tuesday,351,,Cold,Fried Rice,50,50,3
23-02-2024,Friday,155,Wedding,Rainy,Chicken Biryani,36,36,3
10-11-2024,Sunday,202,,Cold,Mutton Curry,41,41,3
23-09-2024,Monday,386,,Hot,Veg Biryani,43,43,3
31-08-2024,Saturday,332,,Cold,Butter Naan,42,42,3
26-01-2024,Friday,294,Festival,Rainy,Masala Dosa,43,41,9
07-11-2024,Thursday,175,,Cloudy,Mutton Curry,47,47,3
15-03-2024,Friday,371,,Sunny,Dal Tadka,40,40,3
15-05-2024,Wednesday,329,,Cloudy,Masala Dosa,50,50,3
09-02-2024,Friday,337,Wedding,Hot,Pasta Alfredo,50,49,7
10-01-2024,Wednesday,333,,Hot,Chicken Biryani,43,40,3
20-09-2024,Friday,278,,Cloudy,Veg Manchurian,32,31,7
03-07-2024,Wednesday,163,Wedding,Cold,Paneer Butter Masala,50,50,3
15-07-2024,Monday,295,Wedding,Cold,Chicken Biryani,50,46,4
17-07-2024,Wednesday,139,Festival,Rainy,Veg Biryani,39,35,4
23-06-2024,Sunday,163,,Rainy,Chole Bhature,50,46,4
17-08-2024,Saturday,313,Wedding,Cloudy,Dal Tadka,50,46,4
27-03-2024,Wednesday,56,,Cloudy,Hakka Noodles,25,25,3
22-07-2024,Monday,348,Festival,Rainy,Grilled Fish,50,50,3
12-10-2024,Saturday,184,,Rainy,Chicken Curry,31,31,3
30-01-2024,Tuesday,164,Festival,Cold,Chole Bhature,47,43,4
16-06-2024,Sunday,145,,Hot,Aloo Paratha,25,25,3
31-08-2024,Saturday,54,,Sunny,Chole Bhature,48,48,3
19-04-2024,Friday,390,,Hot,Idli Sambar,48,44,4
27-05-2024,Monday,211,,Cloudy,Chicken Biryani,44,43,7
21-03-2024,Thursday,202,,Sunny,Masala Dosa,21,21,3
09-12-2024,Monday,267,,Hot,Veg Biryani,26,23,3
05-02-2024,Monday,325,Wedding,Sunny,Dal Tadka,42,39,3
27-02-2024,Tuesday,155,Festival,Hot,Dal Tadka,37,37,3
21-08-2024,Wednesday,90,,Rainy,Pizza Margherita,50,50,3
11-09-2024,Wednesday,291,Conference,Sunny,Pizza Margherita,50,50,3
05-04-2024,Friday,67,,Sunny,Paneer Butter Masala,29,27,9
01-09-2024,Sunday,142,,Sunny,Pasta Alfredo,26,24,9
04-12-2024,Wednesday,387,Wedding,Sunny,Dal Tadka,43,41,9
10-01-2024,Wednesday,144,,Cloudy,Masala Dosa,25,25,3
26-05-2024,Sunday,257,,Cold,Aloo Paratha,39,39,3
02-11-2024,Saturday,155,Corporate Party,Rainy,Grilled Fish,48,48,3
09-01-2024,Tuesday,155,Conference,Sunny,Chicken Biryani,44,44,3
02-05-2024,Thursday,148,,Hot,Fried Rice,36,36,3
14-08-2024,Wednesday,111,,Hot,Masala Dosa,45,45,3
12-12-2024,Thursday,116,,Rainy,Pav Bhaji,45,43,9
24-01-2024,Wednesday,354,,Cloudy,Chicken Biryani,50,50,3
01-01-2024,Monday,241,Festival,Hot,Butter Naan,33,29,4
15-09-2024,Sunday,180,,Cold,Mutton Curry,50,50,3
30-01-2024,Tuesday,144,,Cold,Chicken Curry,32,32,3
27-05-2024,Monday,58,,Sunny,Grilled Fish,26,26,3
23-11-2024,Saturday,270,Wedding,Cloudy,Veg Biryani,50,50,3
16-03-2024,Saturday,132,,Rainy,Veg Biryani,46,42,4
10-02-2024,Saturday,203,,Rainy,Veg Pulao,29,27,9
06-09-2024,Friday,314,,Hot,Fried Rice,28,26,9
05-08-2024,Monday,297,,Hot,Hakka Noodles,48,44,4
16-11-2024,Saturday,202,,Sunny,Paneer Butter Masala,50,48,9
15-08-2024,Thursday,116,Conference,Hot,Mutton Curry,34,34,3
03-07-2024,Wednesday,193,Festival,Sunny,Veg Biryani,34,34,3
23-07-2024,Tuesday,284,Wedding,Sunny,Dal Tadka,50,47,3
11-03-2024,Monday,268,Wedding,Hot,Chicken Curry,34,31,3
01-01-2024,Monday,332,,Cold,Fried Rice,50,46,4
03-05-2024,Friday,177,,Sunny,Pasta Alfredo,36,34,9
17-08-2024,Saturday,120,,Hot,Paneer Tikka,37,37,3
21-03-2024,Thursday,188,Conference,Rainy,Pav Bhaji,36,34,9
12-11-2024,Tuesday,288,,Cloudy,Sushi Rolls,21,21,3
16-07-2024,Tuesday,313,,Rainy,Pizza Margherita,50,50,3
29-01-2024,Monday,137,,Cloudy,Veg Biryani,27,27,3
31-08-2024,Saturday,180,,Rainy,Kale Smoothie,40,37,3
30-09-2024,Monday,94,Wedding,Cloudy,Masala Dosa,50,50,3
08-01-2024,Monday,347,Corporate Party,Sunny,Chicken Curry,48,48,3
01-09-2024,Sunday,92,,Cold,Chicken Curry,35,35,3
16-11-2024,Saturday,157,,Sunny,Fried Rice,26,26,3
03-06-2024,Monday,374,,Hot,Butter Naan,37,33,4
14-02-2024,Wednesday,155,,Hot,Mutton Curry,42,41,7
13-07-2024,Saturday,198,,Hot,Aloo Paratha,32,32,3
07-10-2024,Monday,187,,Sunny,Chole Bhature,40,38,9
25-10-2024,Friday,376,,Cloudy,Fried Rice,41,41,3
01-01-2024,Monday,356,Corporate Party,Sunny,Masala Dosa,45,42,3
27-12-2024,Friday,287,,Cold,Veg Biryani,27,27,3
27-01-2024,Saturday,392,,Sunny,Mutton Curry,50,50,3
17-03-2024,Sunday,142,Corporate Party,Cloudy,Pizza Margherita,50,50,3
03-07-2024,Wednesday,263,Festival,Cloudy,Chicken Biryani,32,28,4
01-08-2024,Thursday,183,Wedding,Cloudy,Dal Tadka,50,50,3
13-06-2024,Thursday,346,,Hot,Quinoa Upma,44,40,4
20-12-2024,Friday,242,,Cloudy,Tofu Curry,45,42,3
15-07-2024,Monday,84,,Rainy,Chicken Biryani,37,33,4
11-03-2024,Monday,110,,Cloudy,Veg Biryani,34,34,3
19-10-2024,Saturday,260,Corporate Party,Hot,Fried Rice,36,34,9
08-01-2024,Monday,365,,Cloudy,Dal Tadka,34,32,9
20-11-2024,Wednesday,74,Corporate Party,Sunny,Miso Soup,47,44,3
11-09-2024,Wednesday,365,,Cloudy,Avocado Toast,50,50,3
16-12-2024,Monday,77,Festival,Cloudy,Hakka Noodles,50,50,3
15-01-2024,Monday,52,,Rainy,Idli Sambar,22,19,3
09-10-2024,Wednesday,300,,Cloudy,Masala Dosa,27,27,3
29-08-2024,Thursday,103,Wedding,Cloudy,Butter Naan,50,46,4
28-08-2024,Wednesday,76,,Cloudy,Paneer Butter Masala,20,20,3
25-09-2024,Wednesday,206,,Rainy,Veg Biryani,39,39,3
31-12-2024,Tuesday,368,,Cold,Veg Pulao,50,49,7
21-05-2024,Tuesday,361,,Hot,Butter Naan,44,44,3
23-04-2024,Tuesday,105,,Hot,Chicken Curry,35,35,3
11-10-2024,Friday,246,,Cloudy,Veg Biryani,41,41,3
23-03-2024,Saturday,279,Wedding,Hot,Butter Naan,39,37,9
26-02-2024,Monday,356,Wedding,Rainy,Veg Biryani,50,50,3
04-02-2024,Sunday,55,,Hot,Aloo Paratha,20,16,4
07-09-2024,Saturday,293,Corporate Party,Sunny,Veg Biryani,44,41,3
25-01-2024,Thursday,336,,Rainy,Chole Bhature,50,50,3
15-09-2024,Sunday,235,,Cloudy,Veg Biryani,25,22,3
19-02-2024,Monday,221,,Cold,Fried Rice,34,31,3
28-01-2024,Sunday,281,,Sunny,Veg Biryani,27,27,3
25-11-2024,Monday,89,Conference,Rainy,Chole Bhature,35,31,4
11-07-2024,Thursday,290,,Hot,Paneer Butter Masala,45,41,4
20-03-2024,Wednesday,94,,Hot,Pizza Margherita,20,19,7
27-12-2024,Friday,293,,Sunny,Veg Biryani,22,22,3
31-07-2024,Wednesday,156,,Cloudy,Pizza Margherita,31,31,3
11-02-2024,Sunday,219,Conference,Cold,Masala Dosa,50,49,7
21-10-2024,Monday,58,Festival,Hot,Grilled Fish,44,44,3
07-05-2024,Tuesday,349,,Hot,Chicken Biryani,43,43,3
19-10-2024,Saturday,60,,Sunny,Chicken Biryani,31,31,3
09-06-2024,Sunday,313,Corporate Party,Rainy,Chicken Curry,50,46,4
03-04-2024,Wednesday,143,Conference,Cloudy,Paneer Butter Masala,37,36,7
14-07-2024,Sunday,59,,Hot,Chicken Biryani,25,21,4
06-04-2024,Saturday,203,,Cold,Veg Biryani,31,27,4
29-12-2024,Sunday,206,,Sunny,Paneer Tikka,48,46,9
11-06-2024,Tuesday,396,,Cold,Hakka Noodles,43,41,9
26-07-2024,Friday,280,,Sunny,Paneer Butter Masala,30,27,3
20-02-2024,Tuesday,240,Festival,Sunny,Chicken Curry,47,47,3
05-10-2024,Saturday,238,Festival,Rainy,Butter Naan,50,49,7
27-10-2024,Sunday,147,Wedding,Cold,Veg Biryani,50,50,3
17-08-2024,Saturday,377,,Sunny,Chicken Biryani,50,50,3
24-03-2024,Sunday,63,,Sunny,Butter Naan,43,43,3
24-06-2024,Monday,236,,Sunny,Veg Pulao,39,35,4
12-01-2024,Friday,389,,Hot,Pasta Alfredo,36,36,3
07-05-2024,Tuesday,362,,Cloudy,Pasta Alfredo,37,37,3
10-03-2024,Sunday,195,,Cloudy,Masala Dosa,43,40,3
14-12-2024,Saturday,326,,Sunny,Paneer Butter Masala,50,50,3
14-12-2024,Saturday,351,,Cold,Veg Biryani,46,46,3
11-12-2024,Wednesday,354,Conference,Sunny,Paneer Butter Masala,50,50,3
17-12-2024,Tuesday,348,,Cloudy,Butter Naan,40,36,4
07-02-2024,Wednesday,284,,Cloudy,Chicken Biryani,35,32,3
05-06-2024,Wednesday,369,,Hot,Veg Pulao,44,42,9
27-02-2024,Tuesday,314,,Cloudy,Dal Tadka,28,24,4
05-09-2024,Thursday,333,,Sunny,Veg Biryani,40,40,3
14-01-2024,Sunday,382,,Hot,Tofu Curry,50,50,3
30-11-2024,Saturday,172,,Rainy,Pizza Margherita,44,44,3
05-04-2024,Friday,81,,Cold,Chicken Biryani,47,45,9
10-08-2024,Saturday,94,Wedding,Cold,Fried Rice,48,48,3
30-04-2024,Tuesday,356,,Sunny,Chicken Curry,38,34,4
06-09-2024,Friday,106,Festival,Cold,Chicken Biryani,43,43,3
15-11-2024,Friday,287,,Rainy,Chicken Biryani,50,49,7
21-05-2024,Tuesday,63,Festival,Sunny,Chicken Biryani,48,47,7
21-12-2024,Saturday,383,,Cold,Grilled Fish,41,40,7
09-07-2024,Tuesday,298,,Cold,Veg Pulao,48,45,3
24-11-2024,Sunday,275,,Cloudy,Paneer Butter Masala,50,48,9
28-09-2024,Saturday,391,,Cloudy,Hakka Noodles,33,32,7
03-02-2024,Saturday,73,Corporate Party,Cloudy,Veg Manchurian,41,41,3
27-09-2024,Friday,112,,Cloudy,Masala Dosa,26,26,3
23-07-2024,Tuesday,58,,Cloudy,Chicken Curry,20,17,3
17-06-2024,Monday,237,,Cloudy,Butter Naan,28,25,3
07-04-2024,Sunday,87,Festival,Cold,Veg Pulao,41,38,3
13-11-2024,Wednesday,233,,Sunny,Masala Dosa,24,21,3
19-01-2024,Friday,397,Wedding,Cold,Bajra Khichdi,50,46,4
06-01-2024,Saturday,198,,Cold,Pasta Alfredo,50,49,7
21-10-2024,Monday,296,,Cloudy,Hakka Noodles,44,44,3
17-08-2024,Saturday,333,,Hot,Veg Manchurian,50,49,7
25-11-2024,Monday,361,,Hot,Paneer Butter Masala,40,40,3
20-09-2024,Friday,234,,Hot,Veg Pulao,42,38,4
19-02-2024,Monday,145,,Rainy,Chicken Curry,48,47,7
28-09-2024,Saturday,341,,Cold,Paneer Butter Masala,42,39,3
15-01-2024,Monday,248,,Rainy,Pasta Alfredo,50,50,3
25-01-2024,Thursday,373,,Rainy,Paneer Butter Masala,45,44,7
16-02-2024,Friday,77,,Rainy,Veg Biryani,35,32,3
30-10-2024,Wednesday,380,Wedding,Hot,Chicken Biryani,36,36,3
08-04-2024,Monday,260,,Cold,Chole Bhature,36,36,3
17-10-2024,Thursday,214,Corporate Party,Sunny,Butter Naan,50,50,3
08-05-2024,Wednesday,342,,Rainy,Chole Bhature,45,45,3
21-04-2024,Sunday,171,Corporate Party,Cold,Pasta Alfredo,50,50,3
28-07-2024,Sunday,82,,Hot,Masala Dosa,42,38,4
28-04-2024,Sunday,353,Corporate Party,Rainy,Chicken Curry,50,48,9
18-12-2024,Wednesday,187,Conference,Hot,Masala Dosa,50,50,3
02-12-2024,Monday,68,,Rainy,Chicken Biryani,49,49,3
28-06-2024,Friday,117,,Cold,Chicken Curry,49,48,7
07-01-2024,Sunday,204,,Rainy,Pizza Margherita,43,43,3
30-08-2024,Friday,239,Wedding,Hot,Chicken Biryani,50,50,3
21-01-2024,Sunday,195,,Cloudy,Butter Naan,31,31,3
24-12-2024,Tuesday,229,,Cold,Grilled Fish,41,41,3
28-06-2024,Friday,335,Wedding,Cold,Hakka Noodles,46,43,3
21-12-2024,Saturday,362,Festival,Cold,Chicken Biryani,50,46,4
28-03-2024,Thursday,183,,Cloudy,Veg Pulao,20,18,9
10-10-2024,Thursday,164,Wedding,Rainy,Aloo Paratha,50,48,9
19-10-2024,Saturday,381,,Cold,Chicken Curry,37,37,3
14-08-2024,Wednesday,317,,Sunny,Mutton Curry,30,30,3
